slide_name,slide_width,slide_height,slide_mag,slide_pw
DHMC_0098,47808,25935,19.84914648670107,508
DHMC_0035,45815,30351,19.888623707239457,509
DHMC_0042,45815,35496,19.888623707239457,509
DHMC_0117,53783,34468,19.888623707239457,509
DHMC_0024,77688,69474,39.63535473642489,1014
DHMC_0081,43824,29562,19.84914648670107,508
DHMC_0010,43824,32222,19.84914648670107,508
DHMC_0142,31871,34206,19.888623707239457,509
DHMC_0049,57768,30369,19.84914648670107,508
DHMC_0130,59759,40228,19.888623707239457,509
DHMC_0140,45815,35914,19.888623707239457,509
DHMC_0114,39839,37020,19.888623707239457,509
DHMC_0090,113544,83989,39.5882818685669,1013
DHMC_0040,51792,23276,19.84914648670107,508
DHMC_0139,49800,37115,19.888623707239457,509
DHMC_0127,49800,36293,19.888623707239457,509
DHMC_0003,45816,26741,19.84914648670107,508
DHMC_0108,41831,39862,19.888623707239457,509
DHMC_0023,81672,57537,39.63535473642489,1014
DHMC_0029,55776,33351,19.84914648670107,508
DHMC_0060,43824,33957,19.888623707239457,509
DHMC_0033,43824,31667,19.888623707239457,509
DHMC_0094,47807,39820,19.888623707239457,509
DHMC_0095,53783,27841,19.888623707239457,509
DHMC_0112,29879,22194,19.888623707239457,509
DHMC_0059,49800,32199,19.888623707239457,509
DHMC_0037,55800,42272,19.904458598726116,509
DHMC_0013,41832,32786,19.84914648670107,508
DHMC_0014,43824,31590,19.888623707239457,509
DHMC_0116,35855,27314,19.888623707239457,509
DHMC_0048,53783,40686,19.84914648670107,508
DHMC_0091,79679,52009,39.63535473642489,1014
DHMC_0102,61752,32303,19.84914648670107,508
DHMC_0084,29879,28574,19.888623707239457,509
DHMC_0103,49800,37524,19.888623707239457,509
DHMC_0022,127488,94064,39.63535473642489,1014
DHMC_0129,33864,40823,19.888623707239457,509
DHMC_0051,57768,41089,19.84914648670107,508
DHMC_0025,163344,75716,39.63535473642489,1014
DHMC_0063,72000,28184,19.904458598726116,509
DHMC_0072,49800,39975,19.888623707239457,509
DHMC_0123,35855,42618,19.888623707239457,509
DHMC_0064,49800,41203,19.888623707239457,509
DHMC_0005,31872,33269,19.84914648670107,508
DHMC_0070,43824,39611,19.888623707239457,509
DHMC_0007,47808,22631,19.84914648670107,508
DHMC_0124,39839,33015,19.888623707239457,509
DHMC_0115,55776,35753,19.888623707239457,509
DHMC_0086,37848,30567,19.888623707239457,509
DHMC_0069,47807,36877,19.888623707239457,509
DHMC_0019,117528,79792,39.63535473642489,1014
DHMC_0074,45815,34690,19.888623707239457,509
DHMC_0028,41832,33512,19.84914648670107,508
DHMC_0071,43824,32085,19.888623707239457,509
DHMC_0002,49800,25855,19.84914648670107,508
DHMC_0012,31872,27305,19.84914648670107,508
DHMC_0078,41831,31363,19.888623707239457,509
DHMC_0036,35855,37371,19.888623707239457,509
DHMC_0143,43824,34048,19.888623707239457,509
DHMC_0133,23903,21985,19.888623707239457,509
DHMC_0032,41831,35035,19.888623707239457,509
DHMC_0138,37848,37116,19.888623707239457,509
DHMC_0054,53783,35285,19.84914648670107,508
DHMC_0038,41400,38514,19.904458598726116,509
DHMC_0092,93624,81260,39.63535473642489,1014
DHMC_0045,49800,36736,19.84914648670107,508
DHMC_0046,47808,39315,19.84914648670107,508
DHMC_0006,100800,80727,39.69829297340214,1016
DHMC_0077,49800,34493,19.888623707239457,509
DHMC_0110,49800,31712,19.888623707239457,509
DHMC_0011,59760,33029,19.84914648670107,508
DHMC_0016,49800,37381,19.84914648670107,508
DHMC_0021,71712,77499,39.63535473642489,1014
DHMC_0067,41832,34962,19.84914648670107,508
DHMC_0105,35856,29643,19.84914648670107,508
DHMC_0017,41832,34721,19.84914648670107,508
DHMC_0057,47807,36067,19.888623707239457,509
DHMC_0136,45815,32315,19.888623707239457,509
DHMC_0134,57767,42534,19.888623707239457,509
DHMC_0097,55776,39235,19.84914648670107,508
DHMC_0141,53783,41745,19.888623707239457,509
DHMC_0118,47807,30334,19.888623707239457,509
DHMC_0122,33864,34040,19.888623707239457,509
DHMC_0131,49800,29671,19.888623707239457,509
DHMC_0039,47808,30127,19.84914648670107,508
DHMC_0079,53783,36978,19.84914648670107,508
DHMC_0043,53783,24485,19.84914648670107,508
DHMC_0050,45816,21502,19.84914648670107,508
DHMC_0093,91632,69039,39.63535473642489,1014
DHMC_0004,45816,26097,19.84914648670107,508
