File Name,Class,Microns Per Pixel,Magnification,The Number of Pyramid Levels in Tiff,Level[0] Downsampling Factor,Level[0] Image Width (Pixels),Level[0] Image Height (Pixels),Level[0] Tile Image Width (Pixels),Level[0] Tile Image Height (Pixels),Level[1] Downsampling Factor,Level[1] Image Width (Pixels),Level[1] Image Height (Pixels),Level[1] Tile Image Width (Pixels),Level[1] Tile Image Height (Pixels),Level[2] Downsampling Factor,Level[2] Image Width (Pixels),Level[2] Image Height (Pixels),Level[2] Tile Image Width (Pixels),Level[2] Tile Image Height (Pixels),Level[3] Downsampling Factor,Level[3] Image Width (Pixels),Level[03 Image Height (Pixels),Level[3] Tile Image Width (Pixels),Level[3] Tile Image Height (Pixels),Level[4] Downsampling Factor,Level[4] Image Width (Pixels),Level[4] Image Height (Pixels),Level[4] Tile Image Width (Pixels),Level[4] Tile Image Height (Pixels),Level[5] Downsampling Factor,Level[5] Image Width (Pixels),Level[5] Image Height (Pixels),Level[5] Tile Image Width (Pixels),Level[5] Tile Image Height (Pixels),Level[6] Downsampling Factor,Level[6] Image Width (Pixels),Level[6] Image Height (Pixels),Level[6] Tile Image Width (Pixels),Level[6] Tile Image Height (Pixels),Level[7] Downsampling Factor,Level[7] Image Width (Pixels),Level[7] Image Height (Pixels),Level[7] Tile Image Width (Pixels),Level[7] Tile Image Height (Pixels),Level[8] Downsampling Factor,Level[8] Image Width (Pixels),Level[8] Image Height (Pixels),Level[8] Tile Image Width (Pixels),Level[8] Tile Image Height (Pixels),Level[9] Downsampling Factor,Level[9] Image Width (Pixels),Level[9] Image Height (Pixels),Level[9] Tile Image Width (Pixels),Level[9] Tile Image Height (Pixels),Level[10] Downsampling Factor,Level[10] Image Width (Pixels),Level[10] Image Height (Pixels),Level[10] Tile Image Width (Pixels),Level[10] Tile Image Height (Pixels)
DHMC_0039.tif,solid,0.5038,20,9,1,47808,30127,240,240,2.00003319391887,23904,15063,240,240,4.00019917673616,11952,7531,240,240,8.00092961487384,5976,3765,240,240,16.0039851222104,2988,1882,240,240,32.0079702444208,1494,941,240,240,64.05,747,470,240,240,128.185790884718,373,235,240,240,257.263992280121,186,117,240,240,,,,,,,,,,
DHMC_0040.tif,lepidic,0.5038,20,9,1,51792,23276,240,240,2,25896,11638,240,240,4,12948,5819,240,240,8.00068752148505,6474,2909,240,240,16.0041265474553,3237,1454,240,240,32.0131974706832,1618,727,240,240,64.0704948121512,809,363,240,240,128.397352442427,404,181,240,240,257.509130913091,202,90,240,240,,,,,,,,,,
DHMC_0041.tif,solid,0.5028,20,9,1,45815,37055,240,240,2.00004881502867,22907,18527,240,240,4.00029290462995,11453,9263,240,240,8.00136702323398,5726,4631,240,240,16.0044622347083,2863,2315,240,240,32.0214330538689,1431,1157,240,240,64.0929598083577,715,578,240,240,128.275663206459,357,289,240,240,257.357014669164,178,144,240,240,,,,,,,,,,
DHMC_0042.tif,solid,0.5028,20,9,1,45815,35496,240,240,2.00002182738901,22907,17748,240,240,4.00013097005152,11453,8874,240,240,8.00061124694377,5726,4437,240,240,16.0030259203979,2863,2218,240,240,32.0116431912457,1431,1109,240,240,64.074562621494,715,554,240,240,128.238868832732,357,277,240,240,257.302515876893,178,138,240,240,,,,,,,,,,
DHMC_0043.tif,solid,0.5038,20,9,1,53783,24485,240,240,2.00005943658101,26891,12242,240,240,4.0001932516368,13445,6121,240,240,8.00133767183359,6722,3060,240,240,16.0026753436672,3361,1530,240,240,32.0101132119514,1680,765,240,240,64.0621197955622,840,382,240,240,128.124239591124,420,191,240,240,256.923182957393,210,95,240,240,,,,,,,,,,
DHMC_0044.tif,acinar,0.5038,20,9,1,45816,40605,240,240,2.00002462811546,22908,20302,240,240,4.00004925623091,11454,10151,240,240,8.00049261083744,5727,5075,240,240,16.0039592170697,2863,2537,240,240,32.0198210754651,1431,1268,240,240,64.0620315016214,715,634,240,240,128.213808551812,357,317,240,240,257.193464656521,178,158,240,240,,,,,,,,,,
DHMC_0045.tif,solid,0.5038,20,9,1,49800,36736,240,240,2,24900,18368,240,240,4,12450,9184,240,240,8,6225,4592,240,240,16.0012853470437,3112,2296,240,240,32.0025706940874,1556,1148,240,240,64.0051413881748,778,574,240,240,128.01028277635,389,287,240,240,256.79806791147,194,143,240,240,,,,,,,,,,
DHMC_0046.tif,solid,0.5038,20,9,1,47808,39315,240,240,2.00002543623137,23904,19657,240,240,4.00015262515263,11952,9828,240,240,8.00030525030525,5976,4914,240,240,16.0006105006105,2988,2457,240,240,32.0077361563518,1494,1228,240,240,64.0154723127036,747,614,240,240,128.116735510126,373,307,240,240,256.996521189121,186,153,240,240,,,,,,,,,,
DHMC_0047.tif,solid,0.5038,20,9,1,51792,37461,256,256,2.00002669514148,25896,18730,256,256,4.00005339028297,12948,9365,256,256,8.00053395984622,6474,4682,256,256,16.0010679196924,3237,2341,256,256,32.0139187347469,1618,1170,256,256,64.0278374694938,809,585,256,256,128.244557846196,404,292,256,256,256.489115692391,202,146,256,256,,,,,,,,,,
DHMC_0048.tif,solid,0.5038,20,9,1,53783,40686,256,256,2.0000185935815,26891,20343,256,256,4.00020988438717,13445,10171,256,256,8.00111064887101,6722,5085,256,256,16.0037950939539,3361,2542,256,256,32.0123527125248,1680,1271,256,256,64.0499109486314,840,635,256,256,128.200882529668,420,317,256,256,256.807926461724,210,158,256,256,,,,,,,,,,
DHMC_0049.tif,solid,0.5038,20,9,1,57768,30369,256,256,2.00003292939937,28884,15184,256,256,4.00006585879874,14442,7592,256,256,8.00013171759747,7221,3796,256,256,16.0013714684359,3610,1898,256,256,32.0027429368719,1805,949,256,256,64.0569830755845,902,474,256,256,128.113966151169,451,237,256,256,257.055536723164,225,118,256,256,,,,,,,,,,
DHMC_0050.tif,acinar,0.5038,20,9,1,45816,21502,256,256,2,22908,10751,256,256,4.00018604651163,11454,5375,256,256,8.00111648678824,5727,2687,256,256,16.0066093473383,2863,1343,256,256,32.0307404387206,1431,671,256,256,64.1316981525937,715,335,256,256,128.545312735873,357,167,256,256,258.226749695411,178,83,256,256,,,,,,,,,,
DHMC_0051.tif,micropapillary,0.5038,20,9,1,57768,41089,256,256,2.00002433800623,28884,20544,256,256,4.00004867601246,14442,10272,256,256,8.00009735202492,7221,5136,256,256,16.0013027372908,3610,2568,256,256,32.0026054745817,1805,1284,256,256,64.0229517652016,902,642,256,256,128.045903530403,451,321,256,256,256.776458333333,225,160,256,256,,,,,,,,,,
DHMC_0052.tif,acinar,0.5038,20,9,1,51792,36736,256,256,2,25896,18368,256,256,4,12948,9184,256,256,8,6474,4592,256,256,16,3237,2296,256,256,32.0049443757726,1618,1148,256,256,64.0098887515451,809,574,256,256,128.09900990099,404,287,256,256,256.645572249533,202,143,256,256,,,,,,,,,,
DHMC_0053.tif,papillary,0.5038,20,9,1,57768,28837,256,256,2.00003467887363,28884,14418,256,256,4.00006935774726,14442,7209,256,256,8.00069367369589,7221,3604,256,256,16.0024953806328,3610,1802,256,256,32.0049907612656,1805,901,256,256,64.0632840601133,902,450,256,256,128.126568120227,451,225,256,256,257.10994047619,225,112,256,256,,,,,,,,,,
DHMC_0054.tif,lepidic,0.5038,20,9,1,53783,35285,256,256,2.00004693503938,26891,17642,256,256,4.00016824855355,13445,8821,256,256,8.00108757179357,6722,4410,256,256,16.0021751435871,3361,2205,256,256,32.0163733687667,1680,1102,256,256,64.0327467375335,840,551,256,256,128.181926406926,420,275,256,256,256.832134167536,210,137,256,256,,,,,,,,,,
DHMC_0055.tif,micropapillary,0.5038,20,9,1,43824,30691,256,256,2.00003258390355,21912,15345,256,256,4.00019551616267,10956,7672,256,256,8.00039103232534,5478,3836,256,256,16.0007820646507,2739,1918,256,256,32.0074078108207,1369,959,256,256,64.0716221660623,684,479,256,256,128.277288409308,342,239,256,256,257.094132389798,171,119,256,256,,,,,,,,,,
DHMC_0056.tif,acinar,0.5028,20,9,1,47807,32947,240,240,2.00005127057477,23903,16473,240,240,4.00030763975565,11951,8236,240,240,8.00095002855105,5975,4118,240,240,16.003239389467,2987,2059,240,240,32.019614045982,1493,1029,240,240,64.091836096014,746,514,240,240,128.183672192028,373,257,240,240,257.212659610215,186,128,240,240,,,,,,,,,,
DHMC_0057.tif,solid,0.5028,20,9,1,47807,36067,240,240,2.00004864482146,23903,18033,240,240,4.0002918834056,11951,9016,240,240,8.00091851585095,5975,4508,240,240,16.0031763640668,2987,2254,240,240,32.0117127488172,1493,1127,240,240,64.0733086824223,746,563,240,240,128.260606985775,373,281,240,240,257.324155145929,186,140,240,240,,,,,,,,,,
DHMC_0058.tif,acinar,0.5038,20,9,1,35856,35123,256,256,2.00002847218268,17928,17561,256,256,4.0001708428246,8964,8780,256,256,8.0003416856492,4482,4390,256,256,16.0006833712984,2241,2195,256,256,32.0158028389113,1120,1097,256,256,64.060818561001,560,548,256,256,128.121637122002,280,274,256,256,256.243274244004,140,137,256,256,,,,,,,,,,
DHMC_0059.tif,acinar,0.5028,20,9,1,49800,32199,240,240,2.00003105782968,24900,16099,240,240,4.00018635855386,12450,8049,240,240,8.00086978131213,6225,4024,240,240,16.003024909668,3112,2012,240,240,32.0060498193359,1556,1006,240,240,64.0120996386718,778,503,240,240,128.151717039298,389,251,240,240,257.146515463918,194,125,240,240,,,,,,,,,,
DHMC_0060.tif,acinar,0.5028,20,9,1,43824,33957,240,240,2.00002944987631,21912,16978,240,240,4.00005889975262,10956,8489,240,240,8.000589066918,5478,4244,240,240,16.001178133836,2739,2122,240,240,32.0081999491914,1369,1061,240,240,64.0699933796756,684,530,240,240,128.139986759351,342,265,240,240,256.765350877193,171,132,240,240,,,,,,,,,,
DHMC_0061.tif,acinar,0.5028,20,9,1,55776,38376,240,240,2,27888,19188,240,240,4,13944,9594,240,240,8,6972,4797,240,240,16.0016680567139,3486,2398,240,240,32.0033361134279,1743,1199,240,240,64.0517586716476,871,599,240,240,128.284257871064,435,299,240,240,257.294652522191,217,149,240,240,,,,,,,,,,
DHMC_0062.tif,micropapillary,0.5028,20,9,1,41831,42080,240,240,2.00002390628735,20915,21040,240,240,4.00014344458258,10457,10520,240,240,8.00066947207345,5228,5260,240,240,16.0013389441469,2614,2630,240,240,32.0026778882938,1307,1315,240,240,64.0542152948224,653,657,240,240,128.304316923537,326,328,240,240,256.608633847075,163,164,240,240,,,,,,,,,,
DHMC_0063.tif,acinar,0.5024,20,10,1,72000,28184,240,240,2,36000,14092,240,240,4,18000,7046,240,240,8,9000,3523,240,240,16.0022714366837,4500,1761,240,240,32.0136363636364,2250,880,240,240,64.0272727272727,1125,440,240,240,128.111484956325,562,220,240,240,256.22296991265,281,110,240,240,513.361038961039,140,55,240,240,,,,,
DHMC_0064.tif,solid,0.5028,20,9,1,49800,41203,240,240,2.00002427066647,24900,20601,240,240,4.00014563106796,12450,10300,240,240,8.00029126213592,6225,5150,240,240,16.0018678713155,3112,2575,240,240,32.0099522014689,1556,1287,240,240,64.0447992419851,778,643,240,240,128.189410502206,389,321,240,240,257.109890463918,194,160,240,240,,,,,,,,,,
DHMC_0065.tif,lepidic,0.5028,20,9,1,43824,34613,240,240,2.00002889171386,21912,17306,240,240,4.00005778342771,10956,8653,240,240,8.00057790106334,5478,4326,240,240,16.0011558021267,2739,2163,240,240,32.0155569100115,1369,1081,240,240,64.0841617933723,684,540,240,240,128.168323586745,342,270,240,240,256.336647173489,171,135,240,240,,,,,,,,,,
DHMC_0066.tif,acinar,0.2526,40,10,1,83664,71769,256,256,2.00001393378665,41832,35884,256,256,4.00002786757329,20916,17942,256,256,8.00005573514658,10458,8971,256,256,16.0010033444816,5229,4485,256,256,32.0086358228901,2614,2242,256,256,64.0172716457803,1307,1121,256,256,128.14072002844,653,560,256,256,256.477946976337,326,280,256,256,512.955893952673,163,140,256,256,,,,,
DHMC_0067.tif,solid,0.5038,20,9,1,41832,34962,256,256,2,20916,17481,256,256,4.00011441647597,10458,8740,256,256,8.00022883295194,5229,4370,256,256,16.0019878877861,2614,2185,256,256,32.0113022020061,1307,1092,256,256,64.0471113878465,653,546,256,256,128.192476235421,326,273,256,256,256.85578311079,163,136,256,256,,,,,,,,,,
DHMC_0068.tif,acinar,0.5038,20,9,1,49800,33834,256,256,2,24900,16917,256,256,4.00011823126035,12450,8458,256,256,8.00023646252069,6225,4229,256,256,16.0036505315281,3112,2114,256,256,32.0073010630562,1556,1057,256,256,64.0449141154475,778,528,256,256,128.089828230895,389,264,256,256,256.509606373008,194,132,256,256,,,,,,,,,,
